"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"08.02.2019","15.633,33","15.648,25","15.659,84","15.567,84","211,88M","-0,45%"
"07.02.2019","15.703,36","15.697,55","15.726,53","15.588,66","253,78M","-0,06%"
"06.02.2019","15.712,31","15.679,86","15.745,38","15.668,58","218,14M","0,06%"
"05.02.2019","15.702,69","15.631,76","15.702,69","15.627,77","217,73M","0,64%"
"04.02.2019","15.602,32","15.527,43","15.606,34","15.513,70","245,28M","0,62%"
"01.02.2019","15.506,31","15.562,27","15.568,98","15.483,40","224,78M","-0,22%"
"31.01.2019","15.540,60","15.507,39","15.564,61","15.486,47","286,42M","0,36%"
"30.01.2019","15.484,55","15.493,36","15.520,91","15.418,64","233,83M","0,14%"
"29.01.2019","15.463,14","15.414,73","15.497,43","15.413,88","233,36M","0,55%"
"28.01.2019","15.378,62","15.289,07","15.378,62","15.276,91","226,01M","0,08%"
"25.01.2019","15.366,05","15.350,18","15.387,96","15.298,44","216,01M","0,56%"
"24.01.2019","15.280,78","15.201,53","15.281,27","15.194,30","206,08M","0,48%"
"23.01.2019","15.208,33","15.275,71","15.293,30","15.141,54","210,18M","-0,17%"
"22.01.2019","15.233,76","15.276,30","15.285,22","15.160,50","228,36M","-0,78%"
"21.01.2019","15.354,16","15.300,37","15.354,16","15.263,01","92,56M","0,33%"
"18.01.2019","15.303,83","15.294,96","15.325,56","15.258,88","293,70M","0,61%"
"17.01.2019","15.211,22","15.077,07","15.238,07","15.066,46","257,30M","0,66%"
"16.01.2019","15.111,26","15.072,27","15.118,31","15.057,04","248,82M","0,43%"
"15.01.2019","15.046,28","15.001,99","15.079,77","14.966,46","241,30M","0,47%"
"14.01.2019","14.975,53","14.880,98","14.997,86","14.880,98","229,00M","0,24%"
"11.01.2019","14.939,18","14.874,16","14.956,20","14.855,15","249,30M","0,24%"
"10.01.2019","14.903,49","14.770,67","14.921,06","14.702,31","262,98M","0,67%"
"09.01.2019","14.804,73","14.668,53","14.811,13","14.644,09","269,09M","1,37%"
"08.01.2019","14.605,15","14.610,51","14.645,61","14.533,89","260,10M","0,70%"
"07.01.2019","14.504,13","14.470,98","14.515,12","14.383,06","257,83M","0,54%"
"04.01.2019","14.426,62","14.351,57","14.438,60","14.314,79","231,24M","1,50%"
"03.01.2019","14.212,75","14.294,10","14.297,89","14.155,27","211,59M","-0,94%"
"02.01.2019","14.347,16","14.163,92","14.400,33","14.112,84","270,32M","0,17%"
"31.12.2018","14.322,86","14.312,35","14.349,17","14.218,54","171,36M","0,71%"
"28.12.2018","14.222,00","14.234,20","14.326,86","14.174,04","266,93M","0,40%"
"27.12.2018","14.165,21","14.017,99","14.165,52","13.918,28","235,42M","2,79%"
"24.12.2018","13.780,19","13.857,80","13.923,96","13.776,88","170,61M","-1,11%"
"21.12.2018","13.935,44","14.161,80","14.220,89","13.924,38","614,35M","-1,46%"
"20.12.2018","14.141,77","14.244,67","14.341,72","14.075,94","308,25M","-0,86%"
"19.12.2018","14.264,06","14.452,00","14.552,25","14.256,07","370,36M","-1,06%"
"18.12.2018","14.416,89","14.378,45","14.502,64","14.373,75","386,85M","0,38%"
"17.12.2018","14.362,65","14.567,59","14.577,60","14.323,74","264,32M","-1,59%"
"14.12.2018","14.595,07","14.651,17","14.715,31","14.567,32","277,09M","-1,05%"
"13.12.2018","14.750,35","14.814,13","14.871,65","14.721,30","264,78M","-0,22%"
"12.12.2018","14.783,06","14.802,28","14.902,69","14.778,90","268,23M","0,79%"
"11.12.2018","14.667,83","14.891,19","14.957,81","14.665,86","275,64M","-0,41%"
"10.12.2018","14.728,28","14.769,56","14.795,92","14.610,18","275,81M","-0,45%"
"07.12.2018","14.795,13","14.986,46","15.059,70","14.763,85","311,25M","-0,95%"
"06.12.2018","14.937,00","14.972,66","14.972,66","14.773,86","358,77M","-1,62%"
"05.12.2018","15.182,64","15.139,26","15.253,77","15.122,62","180,10M","0,79%"
"04.12.2018","15.063,59","15.226,80","15.259,34","15.047,06","285,13M","-1,38%"
"03.12.2018","15.274,98","15.358,94","15.378,90","15.154,73","294,48M","0,51%"
"30.11.2018","15.197,82","15.134,97","15.214,25","15.125,42","339,23M","0,02%"
"29.11.2018","15.194,04","15.157,05","15.251,18","15.138,94","223,08M","0,15%"
"28.11.2018","15.171,25","15.002,92","15.171,25","14.981,69","244,84M","1,52%"
"27.11.2018","14.944,09","14.994,36","15.021,73","14.907,48","219,18M","-0,46%"
"26.11.2018","15.012,65","15.066,74","15.127,13","14.994,34","245,89M","0,01%"
"23.11.2018","15.010,73","14.998,07","15.028,55","14.900,32","154,97M","-0,54%"
